id,pubMedId,publishedDateForPrint,title,authors,openAccess
717963229,23122649,2012 Nov 09,Protein group modification and synergy in the SUMO pathway as exemplified in DNA repair.,Psakhye I; Jentsch S,False
717973332,23352430,2013 Jan 31,Identification of early replicating fragile sites that contribute to genome instability.,Barlow JH; Faryabi RB; Callén E; Wong N; Malhowski A; Chen HT; Gutierrez-Cruz G; Sun HW; McKinnon P; Wright G; Casellas R; Robbiani DF; Staudt L; Fernandez-Capetillo O; Nussenzweig A,False
717989821,23434321,2013 Feb 28,CXCR4/CXCL12 mediate autocrine cell- cycle progression in NF1-associated malignant peripheral nerve sheath tumors.,Mo W; Chen J; Patel A; Zhang L; Chau V; Li Y; Cho W; Lim K; Xu J; Lazar AJ; Creighton CJ; Bolshakov S; McKay RM; Lev D; Le LQ; Parada LF,False
717991036,3935315,1985 Nov,RNP particles at splice junction sequences on Drosophila chorion transcripts.,Osheim YN; Miller OL; Beyer AL,False
8242,16096058,2005 Aug 12,Escaping the nuclear confines: signal-dependent pre-mRNA splicing in anucleate platelets.,Denis MM; Tolley ND; Bunting M; Schwertz H; Jiang H; Lindemann S; Yost CC; Rubner FJ; Albertine KH; Swoboda KJ; Fratto CM; Tolley E; Kraiss LW; McIntyre TM; Zimmerman GA; Weyrich AS,False
717991054,22817891,2012 Jul 20,Transcript dynamics of proinflammatory genes revealed by sequence analysis of subcellular RNA fractions.,Bhatt DM; Pandya-Jones A; Tong AJ; Barozzi I; Lissner MM; Natoli G; Black DL; Smale ST,False
717991055,21215366,2011 Jan 7,Epigenetics in alternative pre-mRNA splicing.,Luco RF; Allo M; Schor IE; Kornblihtt AR; Misteli T,False
13408018,22118462,2011 Nov 23,Single-molecule imaging of transcriptionally coupled and uncoupled splicing.,Vargas DY; Shah K; Batish M; Levandoski M; Sinha S; Marras SA; Schedl P; Tyagi S,False
717986094,23452855,2013 Feb 28,Competing E3 ubiquitin ligases govern circadian periodicity by degradation of CRY in nucleus and cytoplasm.,Yoo SH; Mohawk JA; Siepka SM; Shan Y; Huh SK; Hong HK; Kornblum I; Kumar V; Koike N; Xu M; Nussbaum J; Liu X; Chen Z; Chen ZJ; Green CB; Takahashi JS,False
717972362,23332764,2013 Jan 17,DNA-binding specificities of human transcription factors.,Jolma A; Yan J; Whitington T; Toivonen J; Nitta KR; Rastas P; Morgunova E; Enge M; Taipale M; Wei G; Palin K; Vaquerizas JM; Vincentelli R; Luscombe NM; Hughes TR; Lemaire P; Ukkonen E; Kivioja T; Taipale J,False
717988647,23260136,2012 Dec 21,Whole-genome sequencing in autism identifies hot spots for de novo germline mutation.,Michaelson JJ; Shi Y; Gujral M; Zheng H; Malhotra D; Jin X; Jian M; Liu G; Greer D; Bhandari A; Wu W; Corominas R; Peoples A; Koren A; Gore A; Kang S; Lin GN; Estabillo J; Gadomski T; Singh B; Zhang K; Akshoomoff N; Corsello C; McCarroll S; Iakoucheva LM; Li Y; Wang J; Sebat J,False
717988278,23332760,2013 Jan 17,Derepression of a neuronal inhibitor due to miRNA dysregulation in a schizophrenia-related microdeletion.,Xu B; Hsu PK; Stark KL; Karayiorgou M; Gogos JA,False
717963935,22901810,2012 Aug 17,Extracellular M. tuberculosis DNA targets bacteria for autophagy by activating the host DNA-sensing pathway.,Watson RO; Manzanillo PS; Cox JS,False
717968584,23217717,2012 Dec 07,Noninvasive imaging beyond the diffraction limit of 3D dynamics in thickly fluorescent specimens.,Gao L; Shao L; Higgins CD; Poulton JS; Peifer M; Davidson MW; Wu X; Goldstein B; Betzig E,False
717987108,23374353,2013 Jan 31,Melanocortin 4 receptors reciprocally regulate sympathetic and parasympathetic preganglionic neurons.,Sohn JW; Harris LE; Berglund ED; Liu T; Vong L; Lowell BB; Balthasar N; Williams KW; Elmquist JK,False
717963721,23102813,2012 Nov 09,LIN28A is a suppressor of ER-associated translation in embryonic stem cells.,Cho J; Chang H; Kwon SC; Kim B; Kim Y; Choe J; Ha M; Kim YK; Kim VN,False
717982879,23415221,2013 Feb 14,Identifying recent adaptations in large-scale genomic data.,Grossman SR; Andersen KG; Shlyakhter I; Tabrizi S; Winnicki S; Yen A; Park DJ; Griesemer D; Karlsson EK; Wong SH; Cabili M; Adegbola RA; Bamezai RN; Hill AV; Vannberg FO; Rinn JL; 1000 Genomes Project; Lander ES; Schaffner SF; Sabeti PC,False
717978715,23374349,2013 Jan 31,Conformational coupling across the plasma membrane in activation of the EGF receptor.,Endres NF; Das R; Smith AW; Arkhipov A; Kovacs E; Huang Y; Pelton JG; Shan Y; Shaw DE; Wemmer DE; Groves JT; Kuriyan J,False
717967639,23101625,2012 Oct 26,Activation of innate immunity is required for efficient nuclear reprogramming.,Lee J; Sayed N; Hunter A; Au KF; Wong WH; Mocarski ES; Pera RR; Yakubov E; Cooke JP,False
717956409,22980983,2012 Sep 14,A spatially-organized multicellular innate immune response in lymph nodes limits systemic pathogen spread.,Kastenmüller W; Torabi-Parizi P; Subramanian N; Lämmermann T; Germain RN,False
717978055,23333102,2013 Jan 31,Genome-wide chromatin state transitions associated with developmental and environmental cues.,Zhu J; Adli M; Zou JY; Verstappen G; Coyne M; Zhang X; Durham T; Miri M; Deshpande V; De Jager PL; Bennett DA; Houmard JA; Muoio DM; Onder TT; Camahort R; Cowan CA; Meissner A; Epstein CB; Shoresh N; Bernstein BE,False
717982876,23352431,2013 Jan 31,"Braveheart, a long noncoding RNA required for cardiovascular lineage commitment.",Klattenhoff CA; Scheuermann JC; Surface LE; Bradley RK; Fields PA; Steinhauser ML; Ding H; Butty VL; Torrey L; Haas S; Abo R; Tabebordbar M; Lee RT; Burge CB; Boyer LA,False
717982860,23415224,2013 Feb 14,The NeST long ncRNA controls microbial susceptibility and epigenetic activation of the interferon-γ locus.,Gomez JA; Wapinski OL; Yang YW; Bureau JF; Gopinath S; Monack DM; Chang HY; Brahic M; Kirkegaard K,False
717968609,23260137,2012 Dec 21,An inhibitor of nonhomologous end-joining abrogates double-strand break repair and impedes cancer progression.,Srivastava M; Nambiar M; Sharma S; Karki SS; Goldsmith G; Hegde M; Kumar S; Pandey M; Singh RK; Ray P; Natarajan R; Kelkar M; De A; Choudhary B; Raghavan SC,False
717987099,22424221,2012 Mar 16,Converting cancer therapies into cures: lessons from infectious diseases.,Glickman MS; Sawyers CL,False
1007566,15035987,2004 Mar 19,Mechanism of activation of the RAF-ERK signaling pathway by oncogenic mutations of B-RAF.,Wan PT; Garnett MJ; Roe SM; Lee S; Niculescu-Duvaz D; Good VM; Jones CM; Marshall CJ; Springer CJ; Barford D; Marais R; Cancer Genome Project,False
14263963,22341444,2012 Feb 17,Mitochondrial stress engages E2F1 apoptotic signaling to cause deafness.,Raimundo N; Song L; Shutt TE; McKay SE; Cotney J; Guan MX; Gilliland TC; Hohuan D; Santos-Sacchi J; Shadel GS,False
717980448,23374345,2013 Jan 31,Blood-borne circadian signal stimulates daily oscillations in actin dynamics and SRF activity.,Gerber A; Esnault C; Aubert G; Treisman R; Pralong F; Schibler U,False
717971076,23332749,2013 Jan 17,System-wide rewiring underlies behavioral differences in predatory and bacterial-feeding nematodes.,Bumbarger DJ; Riebesell M; Rödelsperger C; Sommer RJ,False
717980333,23063654,2012 Oct 26,Mono-uridylation of pre-microRNA as a key step in the biogenesis of group II let-7 microRNAs.,Heo I; Ha M; Lim J; Yoon MJ; Park JE; Kwon SC; Chang H; Kim VN,False
717980334,23141537,2012 Nov 09,Operational plasticity enables hsp104 to disaggregate diverse amyloid and nonamyloid clients.,DeSantis ME; Leung EH; Sweeny EA; Jackrel ME; Cushman-Nick M; Neuhaus-Follini A; Vashist S; Sochor MA; Knight MN; Shorter J,False
717968444,23260135,2012 Dec 21,MeCP2 binds to 5hmC enriched within active genes and accessible chromatin in the nervous system.,Mellén M; Ayata P; Dewell S; Kriaucionis S; Heintz N,False
717972364,23332761,2013 Jan 17,Differential regulation of distinct Vps34 complexes by AMPK in nutrient stress and autophagy.,Kim J; Kim YC; Fang C; Russell RC; Kim JH; Fan W; Liu R; Zhong Q; Guan KL,False
717978128,23332747,2013 Jan 17,Riboswitch control of aminoglycoside antibiotic resistance.,Jia X; Zhang J; Sun W; He W; Jiang H; Chen D; Murchie AI,False
717978703,23260142,2012 Dec 21,Crystal structure of the HLA-DM-HLA-DR1 complex defines mechanisms for rapid peptide selection.,Pos W; Sethi DK; Call MJ; Schulze MS; Anders AK; Pyrdol J; Wucherpfennig KW,False
717972363,23332762,2013 Jan 17,Inactivation of BAD by IKK inhibits TNFα-induced apoptosis independently of NF-κB activation.,Yan J; Xiang J; Lin Y; Ma J; Zhang J; Zhang H; Sun J; Danial NN; Liu J; Lin A,False
717976110,23178124,2012 Nov 21,Argonaute divides its RNA guide into domains with distinct functions and RNA-binding properties.,Wee LM; Flores-Jasso CF; Salomon WE; Zamore PD,False
717963969,23063123,2012 Oct 12,Heteroplasmy of mouse mtDNA is genetically unstable and results in altered behavior and cognition.,Sharpley MS; Marciniak C; Eckel-Mahan K; McManus M; Crimi M; Waymire K; Lin CS; Masubuchi S; Friend N; Koike M; Chalkia D; MacGregor G; Sassone-Corsi P; Wallace DC,False
717968288,23141534,2012 Nov 09,Pathogenic SYNGAP1 mutations impair cognitive development by disrupting maturation of dendritic spine synapses.,Clement JP; Aceti M; Creson TK; Ozkan ED; Shi Y; Reish NJ; Almonte AG; Miller BH; Wiltgen BJ; Miller CA; Xu X; Rumbaugh G,False
717973315,23217712,2012 Dec 07,CDK-dependent Hsp70 Phosphorylation controls G1 cyclin abundance and cell-cycle progression.,Truman AW; Kristjansdottir K; Wolfgeher D; Hasin N; Polier S; Zhang H; Perrett S; Prodromou C; Jones GW; Kron SJ,False
717973314,22541434,2012 Apr 27,The GATA2 transcriptional network is requisite for RAS oncogene-driven non-small cell lung cancer.,Kumar MS; Hancock DC; Molina-Arcas M; Steckel M; East P; Diefenbacher M; Armenteros-Monterroso E; Lassailly F; Matthews N; Nye E; Stamp G; Behrens A; Downward J,False
717971070,23178127,2012 Nov 21,A fructose receptor functions as a nutrient sensor in the Drosophila brain.,Miyamoto T; Slone J; Song X; Amrein H,False
717967689,23101633,2012 Oct 26,Quantitative analysis of fission yeast transcriptomes and proteomes in proliferating and quiescent cells.,Marguerat S; Schmidt A; Codlin S; Chen W; Aebersold R; Bähler J,False
717970931,23217715,2012 Dec 07,A conserved dedicated olfactory circuit for detecting harmful microbes in Drosophila.,Stensmyr MC; Dweck HK; Farhan A; Ibba I; Strutz A; Mukunda L; Linz J; Grabe V; Steck K; Lavista-Llanos S; Wicher D; Sachse S; Knaden M; Becher PG; Seki Y; Hansson BS,False
717956078,22959267,2012 Sep 14,Transcription of two long noncoding RNAs mediates mating-type control of gametogenesis in budding yeast.,van Werven FJ; Neuert G; Hendrick N; Lardenois A; Buratowski S; van Oudenaarden A; Primig M; Amon A,False
717970966,22980979,2012 Sep 14,RNF168 ubiquitinates K13-15 on H2A/H2AX to drive DNA damage signaling.,Mattiroli F; Vissers JH; van Dijk WJ; Ikpa P; Citterio E; Vermeulen W; Marteijn JA; Sixma TK,False
717965119,23141540,2012 Nov 09,Senataxin associates with replication forks to protect fork integrity across RNA-polymerase-II-transcribed genes.,Alzu A; Bermejo R; Begnis M; Lucca C; Piccini D; Carotenuto W; Saponaro M; Brambati A; Cocito A; Foiani M; Liberi G,False
717961657,23101623,2012 Oct 26,Visualizing group II intron catalysis through the stages of splicing.,Marcia M; Pyle AM,False
717970384,23201143,2012 Dec 07,Embryonic priming of a miRNA locus predetermines postmitotic neuronal left/right asymmetry in C. elegans.,Cochella L; Hobert O,False
717970989,10025398,1999 Feb 5,The integrin alpha v beta 6 binds and activates latent TGF beta 1: a mechanism for regulating pulmonary inflammation and fibrosis.,Munger JS; Huang X; Kawakatsu H; Griffiths MJ; Dalton SL; Wu J; Pittet JF; Kaminski N; Garat C; Matthay MA; Rifkin DB; Sheppard D,False
717963405,23101627,2012 Oct 26,A mouse model of Salmonella typhi infection.,Mathur R; Oh H; Zhang D; Park SG; Seo J; Koblansky A; Hayden MS; Ghosh S,False
717960174,23063127,2012 Oct 12,Soluble FLT1 binds lipid microdomains in podocytes to control cell morphology and glomerular barrier function.,Jin J; Sison K; Li C; Tian R; Wnuk M; Sung HK; Jeansson M; Zhang C; Tucholska M; Jones N; Kerjaschki D; Shibuya M; Fantus IG; Nagy A; Gerber HP; Ferrara N; Pawson T; Quaggin SE,False
717960392,22901808,2012 Aug 17,The BMP inhibitor Coco reactivates breast cancer cells at lung metastatic sites.,Gao H; Chakraborty G; Lee-Lim AP; Mo Q; Decker M; Vonica A; Shen R; Brogi E; Brivanlou AH; Giancotti FG,False
717970130,23141542,2012 Nov 09,Fast-forward genetics identifies plant CPL phosphatases as regulators of miRNA processing factor HYL1.,Manavella PA; Hagmann J; Ott F; Laubinger S; Franz M; Macek B; Weigel D,False
717968882,23217713,2012 Dec 07,A PGC-1α isoform induced by resistance training regulates skeletal muscle hypertrophy.,Ruas JL; White JP; Rao RR; Kleiner S; Brannan KT; Harrison BC; Greene NP; Wu J; Estall JL; Irving BA; Lanza IR; Rasbach KA; Okutsu M; Nair KS; Yan Z; Leinwand LA; Spiegelman BM,False
717961357,23101621,2012 Oct 26,Revisiting global gene expression analysis.,Lovén J; Orlando DA; Sigova AA; Lin CY; Rahl PB; Burge CB; Levens DL; Lee TI; Young RA,False
717968814,23260138,2012 Dec 21,CapSeq and CIP-TAP identify Pol II start sites and reveal capped small RNAs as C. elegans piRNA precursors.,Gu W; Lee HC; Chaves D; Youngman EM; Pazour GJ; Conte D; Mello CC,False
717967902,23063124,2012 Oct 12,Relative mitochondrial priming of myeloblasts and normal HSCs determines chemotherapeutic success in AML.,Vo TT; Ryan J; Carrasco R; Neuberg D; Rossi DJ; Stone RM; Deangelo DJ; Frattini MG; Letai A,False
717964071,23159369,2012 Nov 21,Facilitators and impediments of the pluripotency reprogramming factors' initial engagement with the genome.,Soufi A; Donahue G; Zaret KS,False
715697900,22579287,2012 May 11,Oncogenic mutations counteract intrinsic disorder in the EGFR kinase and promote receptor dimerization.,Shan Y; Eastwood MP; Zhang X; Kim ET; Arkhipov A; Dror RO; Jumper J; Kuriyan J; Shaw DE,False
717968495,23101628,2012 Oct 26,Meiotic prophase requires proteolysis of M phase regulators mediated by the meiosis-specific APC/CAma1.,Okaz E; Argüello-Miranda O; Bogdanova A; Vinod PK; Lipp JJ; Markova Z; Zagoriy I; Novak B; Zachariae W,False
717967202,23217710,2012 Dec 07,TMHS is an integral component of the mechanotransduction machinery of cochlear hair cells.,Xiong W; Grillet N; Elledge HM; Wagner TF; Zhao B; Johnson KR; Kazmierczak P; Müller U,False
717968519,23260141,2012 Dec 21,Exosomes mediate stromal mobilization of autocrine Wnt-PCP signaling in breast cancer cell migration.,Luga V; Zhang L; Viloria-Petit AM; Ogunjimi AA; Inanlou MR; Chiu E; Buchanan M; Hosein AN; Basik M; Wrana JL,False
717968380,23178123,2012 Nov 21,A ribosome-bound quality control complex triggers degradation of nascent peptides and signals translation stress.,Brandman O; Stewart-Ornstein J; Wong D; Larson A; Williams CC; Li GW; Zhou S; King D; Shen PS; Weibezahn J; Dunn JG; Rouskin S; Inada T; Frost A; Weissman JS,False
717956431,22980980,2012 Sep 14,Ragulator is a GEF for the rag GTPases that signal amino acid levels to mTORC1.,Bar-Peled L; Schweitzer LD; Zoncu R; Sabatini DM,False
717968244,23178125,2012 Nov 21,Endocardial cells form the coronary arteries by angiogenesis through myocardial-endocardial VEGF signaling.,Wu B; Zhang Z; Lui W; Chen X; Wang Y; Chamberlain AA; Moreno-Rodriguez RA; Markwald RR; O'Rourke BP; Sharp DJ; Zheng D; Lenz J; Baldwin HS; Chang CP; Zhou B,False
717968357,22682761,2012 Jul 06,The structure of human argonaute-2 in complex with miR-20a.,Elkayam E; Kuhn CD; Tocilj A; Haase AD; Greene EM; Hannon GJ; Joshua-Tor L,False
10727956,21565612,2011 May 13,Double-strand break repair-independent role for BRCA2 in blocking stalled replication fork degradation by MRE11.,Schlacher K; Christ N; Siaud N; Egashira A; Wu H; Jasin M,False
717965489,22939619,2012 Aug 31,Single-stranded RNAs use RNAi to potently and allele-selectively inhibit mutant huntingtin expression.,Yu D; Pendergraff H; Liu J; Kordasiewicz HB; Cleveland DW; Swayze EE; Lima WF; Crooke ST; Prakash TP; Corey DR,False
717967800,22939626,2012 Aug 31,Structurally distinct bacterial TBC-like GAPs link Arf GTPase to Rab1 inactivation to counteract host defenses.,Dong N; Zhu Y; Lu Q; Hu L; Zheng Y; Shao F,False
717967647,23217706,2012 Dec 07,The histone deacetylase SIRT6 is a tumor suppressor that controls cancer metabolism.,Sebastián C; Zwaans BM; Silberman DM; Gymrek M; Goren A; Zhong L; Ram O; Truelove J; Guimaraes AR; Toiber D; Cosentino C; Greenson JK; MacDonald AI; McGlynn L; Maxwell F; Edwards J; Giacosa S; Guccione E; Weissleder R; Bernstein BE; Regev A; Shiels PG; Lombard DB; Mostoslavsky R,False
717964374,23178126,2012 Nov 21,Microcephaly gene links trithorax and REST/NRSF to control neural stem cell proliferation and differentiation.,Yang YJ; Baltus AE; Mathew RS; Murphy EA; Evrony GD; Gonzalez DM; Wang EP; Marshall-Walker CA; Barry BJ; Murn J; Tatarakis A; Mahajan MA; Samuels HH; Shi Y; Golden JA; Mahajnah M; Shenhav R; Walsh CA,False
9106956,19703402,2009 Aug 21,Protein sectors: evolutionary units of three-dimensional structure.,Halabi N; Rivoire O; Leibler S; Ranganathan R,False
717965478,23178121,2012 Nov 21,High degree of coordination and division of labor among subunits in a homomeric ring ATPase.,Chistol G; Liu S; Hetherington CL; Moffitt JR; Grimes S; Jardine PJ; Bustamante C,False
717959640,23021220,2012 Sep 28,Drosophila cytokine unpaired 2 regulates physiological homeostasis by remotely controlling insulin secretion.,Rajan A; Perrimon N,False
717967801,23063121,2012 Oct 12,Human RNA methyltransferase BCDIN3D regulates microRNA processing.,Xhemalce B; Robson SC; Kouzarides T,False
717960830,23084401,2012 Nov 09,The cellular EJC interactome reveals higher-order mRNP structure and an EJC-SR protein nexus.,Singh G; Kucukural A; Cenik C; Leszyk JD; Shaffer SA; Weng Z; Moore MJ,False
717959368,23021216,2012 Sep 28,c-Myc is a universal amplifier of expressed genes in lymphocytes and embryonic stem cells.,Nie Z; Hu G; Wei G; Cui K; Yamane A; Resch W; Wang R; Green DR; Tessarollo L; Casellas R; Zhao K; Levens D,False
717959369,23021215,2012 Sep 28,Transcriptional amplification in tumor cells with elevated c-Myc.,Lin CY; Lovén J; Rahl PB; Paranal RM; Burge CB; Bradner JE; Lee TI; Young RA,False
717957257,22980982,2012 Sep 14,Pancreatic β cell dedifferentiation as a mechanism of diabetic β cell failure.,Talchai C; Xuan S; Lin HV; Sussel L; Accili D,False
717965004,23141535,2012 Nov 09,Nuclear aggregation of olfactory receptor genes governs their monogenic expression.,Clowney EJ; LeGros MA; Mosley CP; Clowney FG; Markenskoff-Papadimitriou EC; Myllys M; Barnea G; Larabell CA; Lomvardas S,False
717957871,23021218,2012 Sep 28,"TRPV4 is a regulator of adipose oxidative metabolism, inflammation, and energy homeostasis.",Ye L; Kleiner S; Wu J; Sah R; Gupta RK; Banks AS; Cohen P; Khandekar MJ; Boström P; Mepani RJ; Laznik D; Kamenecka TM; Song X; Liedtke W; Mootha VK; Puigserver P; Griffin PR; Clapham DE; Spiegelman BM,False
717964007,22464330,2012 Mar 30,A role for tRNA modifications in genome structure and codon usage.,Novoa EM; Pavon-Eternod M; Pan T; Ribas de Pouplana L,False
716748406,22682249,2012 Jun 08,"Tumor suppression in the absence of p53-mediated cell-cycle arrest, apoptosis, and senescence.",Li T; Kon N; Jiang L; Tan M; Ludwig T; Zhao Y; Baer R; Gu W,False
717964058,22682254,2012 Jun 08,Active remodeling of cortical actin regulates spatiotemporal organization of cell surface molecules.,Gowrishankar K; Ghosh S; Saha S; C R; Mayor S; Rao M,False
717963664,23021224,2012 Sep 28,Asymmetrically modified nucleosomes.,Voigt P; LeRoy G; Drury WJ; Zee BM; Son J; Beck DB; Young NL; Garcia BA; Reinberg D,False
717963306,23141539,2012 Nov 09,HDAC4 governs a transcriptional program essential for synaptic plasticity and memory.,Sando R; Gounko N; Pieraut S; Liao L; Yates J; Maximov A,False
717960159,22980984,2012 Sep 14,Chemokine guidance of central memory T cells is critical for antiviral recall responses in lymph nodes.,Sung JH; Zhang H; Moseman EA; Alvarez D; Iannacone M; Henrickson SE; de la Torre JC; Groom JR; Luster AD; von Andrian UH,False
717097867,22541069,2012 May 11,A long ncRNA links copy number variation to a polycomb/trithorax epigenetic switch in FSHD muscular dystrophy.,Cabianca DS; Casa V; Bodega B; Xynos A; Ginelli E; Tanaka Y; Gabellini D,False
717960759,23063120,2012 Oct 12,Pathogenic simian immunodeficiency virus infection is associated with expansion of the enteric virome.,Handley SA; Thackray LB; Zhao G; Presti R; Miller AD; Droit L; Abbink P; Maxfield LF; Kambal A; Duan E; Stanley K; Kramer J; Macri SC; Permar SR; Schmitz JE; Mansfield K; Brenchley JM; Veazey RS; Stappenbeck TS; Wang D; Barouch DH; Virgin HW,False
717961352,23101631,2012 Oct 26,GABAergic RIP-Cre neurons in the arcuate nucleus selectively regulate energy expenditure.,Kong D; Tong Q; Ye C; Koda S; Fuller PM; Krashes MJ; Vong L; Ray RS; Olson DP; Lowell BB,False
717147885,22500804,2012 Apr 13,A PLETHORA-auxin transcription module controls cell division plane rotation through MAP65 and CLASP.,Dhonukshe P; Weits DA; Cruz-Ramirez A; Deinum EE; Tindemans SH; Kakar K; Prasad K; Mähönen AP; Ambrose C; Sasabe M; Wachsmann G; Luijten M; Bennett T; Machida Y; Heidstra R; Wasteneys G; Mulder BM; Scheres B,False
717961011,23101629,2012 Oct 26,Membrane shape at the edge of the dynamin helix sets location and duration of the fission reaction.,Morlot S; Galli V; Klein M; Chiaruttini N; Manzi J; Humbert F; Dinis L; Lenz M; Cappello G; Roux A,False
717955603,22939620,2012 Aug 31,"Glucosylated hydroxymethyluracil, DNA base J, prevents transcriptional readthrough in Leishmania.",van Luenen HG; Farris C; Jan S; Genest PA; Tripathi P; Velds A; Kerkhoven RM; Nieuwland M; Haydock A; Ramasamy G; Vainio S; Heidebrecht T; Perrakis A; Pagie L; van Steensel B; Myler PJ; Borst P,False
717954054,22921914,2012 Aug 31,A bistable circuit involving SCARECROW-RETINOBLASTOMA integrates cues to inform asymmetric stem cell division.,Cruz-Ramírez A; Díaz-Triviño S; Blilou I; Grieneisen VA; Sozzani R; Zamioudis C; Miskolczi P; Nieuwland J; Benjamins R; Dhonukshe P; Caballero-Pérez J; Horvath B; Long Y; Mähönen AP; Zhang H; Xu J; Murray JA; Benfey PN; Bako L; Marée AF; Scheres B,False
717953723,22863004,2012 Aug 03,The first five seconds in the life of a clathrin-coated pit.,Cocucci E; Aguet F; Boulant S; Kirchhausen T,False
717960393,23039994,2012 Oct 12,Designing synthetic regulatory networks capable of self-organizing cell polarization.,Chau AH; Walter JM; Gerardin J; Tang C; Lim WA,False
717953522,22901802,2012 Aug 17,Small-molecule inhibition of BRDT for male contraception.,Matzuk MM; McKeown MR; Filippakopoulos P; Li Q; Ma L; Agno JE; Lemieux ME; Picaud S; Yu RN; Qi J; Knapp S; Bradner JE,False
717948512,22726438,2012 Jun 22,Inhibition of basal FGF receptor signaling by dimeric Grb2.,Lin CC; Melo FA; Ghosh R; Suen KM; Stagg LJ; Kirkpatrick J; Arold ST; Ahmed Z; Ladbury JE,False
717960190,23063126,2012 Oct 12,TPC proteins are phosphoinositide- activated sodium-selective ion channels in endosomes and lysosomes.,Wang X; Zhang X; Dong XP; Samie M; Li X; Cheng X; Goschka A; Shen D; Zhou Y; Harlow J; Zhu MX; Clapham DE; Ren D; Xu H,False
717953665,22901812,2012 Aug 17,Poxviruses deploy genomic accordions to adapt rapidly against host antiviral defenses.,Elde NC; Child SJ; Eickbush MT; Kitzman JO; Rogers KS; Shendure J; Geballe AP; Malik HS,False
717949606,22796012,2012 Jul 20,Beige adipocytes are a distinct type of thermogenic fat cell in mouse and human.,Wu J; Boström P; Sparks LM; Ye L; Choi JH; Giang AH; Khandekar M; Virtanen KA; Nuutila P; Schaart G; Huang K; Tu H; van Marken Lichtenbelt WD; Hoeks J; Enerbäck S; Schrauwen P; Spiegelman BM,False
717959606,22863002,2012 Aug 03,Host remodeling of the gut microbiome and metabolic changes during pregnancy.,Koren O; Goodrich JK; Cullender TC; Spor A; Laitinen K; Bäckhed HK; Gonzalez A; Werner JJ; Angenent LT; Knight R; Bäckhed F; Isolauri E; Salminen S; Ley RE,False
717953653,22819539,2012 Aug 03,TRIF licenses caspase-11-dependent NLRP3 inflammasome activation by gram-negative bacteria.,Rathinam VA; Vanaja SK; Waggoner L; Sokolovska A; Becker C; Stuart LM; Leong JM; Fitzgerald KA,False
717959375,22726437,2012 Jun 22,Spatial positive feedback at the onset of mitosis.,Santos SD; Wollman R; Meyer T; Ferrell JE,False
717957410,22632976,2012 May 25,Contact chemoreceptors mediate male-male repulsion and male-female attraction during Drosophila courtship.,Thistle R; Cameron P; Ghorayshi A; Dennison L; Scott K,False
717950220,22817898,2012 Jul 20,A whole-cell computational model predicts phenotype from genotype.,Karr JR; Sanghvi JC; Macklin DN; Gutschow MV; Jacobs JM; Bolival B; Assad-Garcia N; Glass JI; Covert MW,False
717957651,22981225,2012 Sep 28,A temporal chromatin signature in human embryonic stem cells identifies regulators of cardiac development.,Paige SL; Thomas S; Stoick-Cooper CL; Wang H; Maves L; Sandstrom R; Pabon L; Reinecke H; Pratt G; Keller G; Moon RT; Stamatoyannopoulos J; Murry CE,False
717957050,23000270,2012 Sep 28,Reprogramming of DNA methylation in pollen guides epigenetic inheritance via small RNA.,Calarco JP; Borges F; Donoghue MT; Van Ex F; Jullien PE; Lopes T; Gardner R; Berger F; Feijó JA; Becker JD; Martienssen RA,False
717953519,22901809,2012 Aug 17,Prophage excision activates Listeria competence genes that promote phagosomal escape and virulence.,Rabinovich L; Sigal N; Borovok I; Nir-Paz R; Herskovits AA,False
717957516,22770221,2012 Jul 06,Activity-dependent transport of the transcriptional coactivator CRTC1 from synapse to nucleus.,Ch'ng TH; Uzgil B; Lin P; Avliyakulov NK; O'Dell TJ; Martin KC,False
717949461,22738725,2012 Jul 06,piRNAs can trigger a multigenerational epigenetic memory in the germline of C. elegans.,Ashe A; Sapetschnig A; Weick EM; Mitchell J; Bagijn MP; Cording AC; Doebley AL; Goldstein LD; Lehrbach NJ; Le Pen J; Pintacuda G; Sakaguchi A; Sarkies P; Ahmed S; Miska EA,False
717956732,22980977,2012 Sep 14,Loss of 5-hydroxymethylcytosine is an epigenetic hallmark of melanoma.,Lian CG; Xu Y; Ceol C; Wu F; Larson A; Dresser K; Xu W; Tan L; Hu Y; Zhan Q; Lee CW; Hu D; Lian BQ; Kleffel S; Yang Y; Neiswender J; Khorasani AJ; Fang R; Lezcano C; Duncan LM; Scolyer RA; Thompson JF; Kakavand H; Houvras Y; Zon LI; Mihm MC; Kaiser UB; Schatton T; Woda BA; Murphy GF; Shi YG,False
717953501,22863012,2012 Aug 03,Brown remodeling of white adipose tissue by SirT1-dependent deacetylation of Pparγ.,Qiang L; Wang L; Kon N; Zhao W; Lee S; Zhang Y; Rosenbaum M; Zhao Y; Gu W; Farmer SR; Accili D,False
717953508,22863011,2012 Aug 03,Scl represses cardiomyogenesis in prospective hemogenic endothelium and endocardium.,Van Handel B; Montel-Hagen A; Sasidharan R; Nakano H; Ferrari R; Boogerd CJ; Schredelseker J; Wang Y; Hunter S; Org T; Zhou J; Li X; Pellegrini M; Chen JN; Orkin SH; Kurdistani SK; Evans SM; Nakano A; Mikkola HK,False
